Latin Name,Common Name,Date,Year,Hectad,Monad,Grid reference in Irish Grid,Location,Location Name,Survey Name,Observation Key,Sensitive Species
Eriophorum gracile,Slender Cottongrass,11/07/1967,1967,L94,,L94,"Maam Cross, Co. Galway",N. of road at Maam Cross,Miscellaneous Plant Records (2015),EIRE00010000P6QU,
Spiranthes romanzoffiana,Irish Lady's-tresses,1976,1976,M14,,M14,"Lough Corrib, Co. Galway","Lough Corrib, W of Oughterard",Miscellaneous Plant Records (2015),EIRE00010000P6QX,
Eriophorum gracile,Slender Cottongrass,2002,2002,G02,G0720,G0720,"Cloonooragh, Co. Mayo",Cloonooragh,Miscellaneous Plant Records (2015),EIRE00010000P6R4,
Trifolium subterraneum,Subterranean Clover,30/09/2015,2015,T01,T0915,T0967915653,"Rosslare Strand, Co. Wexford","Bearlough Townland, 50m S of St Bridgid's Church",Miscellaneous Plant Records (2015),EIRE00010000P6R8,
Asplenium obovatum,Lanceolate Spleenwort,10/07/1974,1974,T18,T1183,T110833,"Sheeanamore, Co. Wicklow","Sheeanamore, N. of Aughrim",Miscellaneous Plant Records (2015),EIRE00010000P6R9,
Betonica officinalis,Betony,27/05/1980,1980,V29,,V29,"Great Blasket Island, Co. Kerry",Great Blasket Island,Miscellaneous Plant Records (2015),EIRE00010000P6S7,
Limosella aquatica,Mudwort,25/05/1982,1982,R39,R3194,R3194,"Mullagh More, Co. Clare","Mullagh Moor, Loch Gealain",Miscellaneous Plant Records (2015),EIRE00010000P6T0,
Aristavena setacea,Bog Hair-grass,Unknown,N/A,L73,,L73,Roundstone,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6TG,
Trichomanes speciosum,Killarney Fern,July 1881,1881,Q50,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6TI,Yes
Aristavena setacea,Bog Hair-grass,1869,1869,L73,,L73,"Roundstone, Connemara",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6TJ,
Schoenoplectus triqueter,Triangular Club-rush,Jun-00,2000,R46,R4661,R4661,River Ratty,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6TN,
Trichomanes speciosum,Killarney Fern,29/06/2008,2008,X29,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6TT,Yes
Aristavena setacea,Bog Hair-grass,August 1869,1869,L73,,L73,"Connemara, swarm? By shores of Lake",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6U8,
Aristavena setacea,Bog Hair-grass,26/07/1974,1974,L73,,L73,"L. Ahernaun, w of Glinsk, in wet marsh about the lake",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6UM,
Aristavena setacea,Bog Hair-grass,18/07/1967,1967,L84,,L84,Lake on N. side of 'Craiggamore Lough',,Herbarium and Literature Database 19/02/2013,EIRE00010000P6UP,
Aristavena setacea,Bog Hair-grass,17/07/1968,1968,L92,,L92,"Near Carraroe, wettish peat? on hill",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6UZ,
Aristavena setacea,Bog Hair-grass,August 1869,1869,L73,,L73,"Near Roundstone, swampy shores of Cregduff Lake",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6V4,
Aristavena setacea,Bog Hair-grass,August 1869,1869,L73,,L73,Near Roundstone; swampy shores of Creg-duff Lake,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6V5,
Trichomanes speciosum,Killarney Fern,16/07/1970,1970,R75,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6V8,Yes
Aristavena setacea,Bog Hair-grass,14/07/1967,1967,L83,,L83,"W of Derryrush: lake shore, peat",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6VD,
Aristavena setacea,Bog Hair-grass,08/07/1906,1906,L64,L6741,L678410,"W. of Urrisbeg, Roundstone",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6VE,
Aristavena setacea,Bog Hair-grass,09/07/1906,1906,L64,,L64,"W. of Urrisbeg, very wet boggy places",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6VF,
Aristavena setacea,Bog Hair-grass,08/07/1906,1906,L64,,L64,"W. of Urrisbeg, wet bog",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6VG,
Trichomanes speciosum,Killarney Fern,28/01/1967,1967,S74,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6WV,Yes
Trichomanes speciosum,Killarney Fern,23/07/1973,1973,S74,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6WW,Yes
Trichomanes speciosum,Killarney Fern,14/12/1913,1913,S74,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6WX,Yes
Trichomanes speciosum,Killarney Fern,Unknown,N/A,V98,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE00010000P6WY,Yes
Aristavena setacea,Bog Hair-grass,09/07/1967,1967,L93,,L93,"W. of Screeb, boggy southern margin of Inverbeg Lough",,Herbarium and Literature Database 19/02/2013,EIRE00010000P6X1,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2865,R2865565039,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIT7,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2866,R2893666252,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIT8,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2966,R2927266283,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIT9,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2966,R2929566298,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITA,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2966,R2952166562,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITB,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2966,R2959566588,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITC,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2966,R2972566504,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITD,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R26,R2966,R2975766373,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITF,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R36,R3066,R3012066441,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITG,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,R36,R3067,R3092067817,"Inishdea, Owenshere, Co. Clare",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITI,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,O23,O2030,O2013030381,"Booterstown, Co. Dublin",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITS,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,O23,O2030,O2013130382,"Booterstown, Co. Dublin",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITT,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,O23,O2030,O2013430379,"Booterstown, Co. Dublin",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITU,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0472,X0496072967,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITV,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0505072785,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITW,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0505472778,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITX,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0507672758,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITY,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0507772755,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PITZ,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0508272751,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU0,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0509172746,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU1,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0510372740,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU2,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0511072736,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU3,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0511672734,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU4,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0512472733,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU5,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0513272731,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU6,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0514172725,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU7,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0514672720,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU8,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0516772712,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIU9,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0516772715,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUA,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0517772709,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUB,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0519172705,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUC,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0519972515,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUD,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0520072706,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUE,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0520472523,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUF,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0520672705,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUG,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0521472545,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUH,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0521472704,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUI,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0522072702,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUJ,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0522772558,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUK,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0524272569,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUL,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0525672581,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUM,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0525772322,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUN,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0526372714,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUO,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0527372588,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUP,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0528272592,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUQ,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0529472600,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUR,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0530172600,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUS,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0531272601,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUT,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0532972734,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUU,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0533072770,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUV,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0533172792,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUW,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0535872623,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUX,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0536272624,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUY,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0538272681,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIUZ,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0538572670,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV0,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0538972639,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV1,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0539772676,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV2,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0540272674,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV3,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0540372648,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV4,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0540772652,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV5,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0541072652,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV6,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,X07,X0572,X0541172665,"Ballymacoda, Co. Cork",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIV7,
Hordeum secalinum,Meadow Barley,2007 - 2008,2007,S61,S6819,S6856319210,"Rochestown, Co. Kilkenny",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIVD,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0816,T0809416728,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIYZ,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0816,T0809516728,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ0,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0816,T0810116727,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ1,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0816,T0810316725,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ2,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0916,T0905416053,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ3,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0916,T0905716052,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ4,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T01,T0916,T0906816042,"Rosslare, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ5,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T02,T0426,T0476826446,"Castlebridge, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ7,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T02,T0426,T0477026445,"Castlebridge, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ8,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T02,T0526,T0531326342,"Castlebridge, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZ9,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,2007 - 2008,2007,T02,T0526,T0532526365,"Castlebridge, Co. Wexford",,Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZA,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8228007359,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZC,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8230707373,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZD,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8231007373,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZE,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8231107375,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZF,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8231207374,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZG,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8232707576,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZH,
Sarcocornia perennis,Perennial Glasswort,2007 - 2008,2007,S80,S8207,S8233007578,Bannow Island,"Bannow Island, Co. Wexford",Saltmarsh Monitoring Project 2006-2008: Notable Species,EIRE00010000PIZI,
